"","Control_1","Control_2","Control_3","Treated_1","Treated_2","Treated_3"
"Gene_4237",58,86,94,62,108,140
"Gene_4238",64,84,104,78,108,117
"Gene_4239",56,76,98,66,92,124
"Gene_4240",57,65,130,70,102,106
"Gene_4241",47,79,116,78,100,112
"Gene_4242",50,76,108,67,97,117
"Gene_4243",68,71,83,62,98,132
"Gene_4244",53,88,135,62,94,99
"Gene_4245",60,86,131,69,94,102
"Gene_4246",59,92,105,60,100,112
"Gene_4247",56,87,96,63,86,124
"Gene_4248",50,105,107,58,79,130
"Gene_4249",59,75,118,62,97,110
"Gene_4250",52,87,109,71,83,105
"Gene_4251",60,78,103,58,76,116
"Gene_4252",61,93,101,66,97,129
"Gene_4253",55,89,87,82,97,117
"Gene_4254",57,66,104,77,102,112
"Gene_4255",53,95,98,74,89,123
"Gene_4256",55,86,104,66,86,108
"Gene_4257",62,84,99,73,84,141
"Gene_4258",52,74,105,62,106,130
"Gene_4259",63,77,104,70,85,96
"Gene_4260",59,84,78,61,92,138
"Gene_4261",65,73,100,54,94,102
"Gene_4262",55,70,108,62,94,122
"Gene_4263",43,95,95,69,94,112
"Gene_4264",51,87,99,63,94,126
"Gene_4265",62,83,96,70,98,147
"Gene_4266",59,70,113,59,90,104
"Gene_4267",66,90,107,71,91,98
"Gene_4268",54,77,108,70,95,128
"Gene_4269",65,78,103,62,97,117
"Gene_4270",52,79,100,70,102,110
"Gene_4271",58,96,109,61,98,135
"Gene_4272",50,94,104,68,98,156
"Gene_4273",57,70,103,58,89,122
"Gene_4274",60,91,109,67,109,122
"Gene_4275",55,64,107,70,77,114
"Gene_4276",62,82,108,58,108,104
"Gene_4277",59,80,98,62,89,120
"Gene_4278",55,81,105,56,92,122
"Gene_4279",55,95,105,67,84,100
"Gene_4280",48,79,101,74,107,138
"Gene_4281",62,88,103,58,107,136
"Gene_4282",70,75,120,60,68,112
"Gene_4283",55,78,95,75,101,117
"Gene_4284",57,74,107,68,95,120
"Gene_4285",61,73,104,72,107,141
"Gene_4286",66,74,101,69,91,126
"Gene_4287",57,78,110,74,102,106
"Gene_4288",55,87,103,59,106,128
"Gene_4289",56,72,112,69,103,124
"Gene_4290",57,81,88,57,110,102
"Gene_4291",58,88,94,69,92,117
"Gene_4292",51,71,104,68,98,123
"Gene_4293",73,91,110,61,86,110
"Gene_4294",55,67,131,67,94,138
"Gene_4295",55,89,105,62,103,110
"Gene_4296",57,82,108,70,80,130
"Gene_4297",48,72,103,54,96,123
"Gene_4298",50,86,117,68,95,144
"Gene_4299",53,95,83,58,113,140
"Gene_4300",49,85,133,60,98,100
"Gene_4301",60,88,88,70,103,126
"Gene_4302",46,101,96,62,76,111
"Gene_4303",46,84,129,70,92,124
"Gene_4304",66,76,99,61,85,123
"Gene_4305",50,74,105,54,94,108
"Gene_4306",53,109,94,66,102,118
"Gene_4307",55,84,100,58,103,117
"Gene_4308",60,90,109,53,95,130
"Gene_4309",55,74,112,72,92,102
"Gene_4310",52,68,108,73,109,108
"Gene_4311",59,85,98,56,97,135
"Gene_4312",55,78,116,64,96,124
"Gene_4313",57,84,86,58,85,123
"Gene_4314",52,74,99,64,102,123
"Gene_4315",66,85,100,58,108,114
"Gene_4316",48,90,120,72,109,118
"Gene_4317",50,84,95,58,102,129
"Gene_4318",46,91,107,56,104,122
"Gene_4319",56,71,113,76,110,140
"Gene_4320",52,95,110,54,84,129
"Gene_4321",60,70,116,69,119,114
"Gene_4322",52,76,120,78,83,122
"Gene_4323",60,98,86,72,91,122
"Gene_4324",70,83,120,70,89,117
"Gene_4325",47,83,100,58,84,102
"Gene_4326",48,92,103,58,107,102
"Gene_4327",66,90,105,72,114,122
"Gene_4328",49,79,108,59,97,129
"Gene_4329",70,85,82,59,101,118
"Gene_4330",59,85,117,58,100,112
"Gene_4331",55,85,122,61,84,110
"Gene_4332",52,79,107,60,85,100
"Gene_4333",44,74,112,58,90,117
"Gene_4334",49,81,103,72,100,116
"Gene_4335",60,79,81,78,119,102
"Gene_4336",64,81,105,64,80,118
"Gene_4337",43,80,99,50,94,114
"Gene_4338",57,67,104,74,91,135
"Gene_4339",59,88,108,61,109,126
"Gene_4340",52,99,90,55,112,105
"Gene_4341",58,91,103,63,98,126
"Gene_4342",55,75,113,75,101,130
"Gene_4343",53,91,129,74,82,156
"Gene_4344",59,72,120,64,95,124
"Gene_4345",53,88,103,70,110,130
"Gene_4346",58,77,99,53,108,114
"Gene_4347",62,93,99,59,100,105
"Gene_4348",56,91,104,68,83,117
"Gene_4349",65,82,78,50,106,130
"Gene_4350",50,78,91,72,90,123
"Gene_4351",60,75,95,50,100,140
"Gene_4352",57,89,92,65,103,122
"Gene_4353",59,66,84,60,91,88
"Gene_4354",60,67,88,68,109,124
"Gene_4355",51,69,90,70,108,142
"Gene_4356",59,72,104,70,84,88
"Gene_4357",52,90,109,62,84,129
"Gene_4358",62,100,130,68,101,128
"Gene_4359",46,69,110,47,98,117
"Gene_4360",59,86,126,74,113,117
"Gene_4361",59,90,120,74,114,130
"Gene_4362",48,98,100,72,91,92
"Gene_4363",64,84,112,54,89,128
"Gene_4364",47,66,81,67,92,116
"Gene_4365",52,79,104,57,95,123
"Gene_4366",55,87,112,75,126,122
"Gene_4367",56,73,91,65,103,135
"Gene_4368",57,78,103,70,80,123
"Gene_4369",54,71,87,74,106,141
"Gene_4370",54,84,99,52,98,124
"Gene_4371",48,80,94,58,82,130
"Gene_4372",55,84,109,66,94,102
"Gene_4373",58,73,108,61,89,112
"Gene_4374",57,68,110,75,96,110
"Gene_4375",52,84,88,73,96,120
"Gene_4376",56,82,129,54,114,150
"Gene_4377",46,73,101,58,78,152
"Gene_4378",55,76,99,59,106,123
"Gene_4379",71,73,117,67,82,106
"Gene_4380",59,79,87,66,108,120
"Gene_4381",60,73,114,72,101,102
"Gene_4382",64,80,105,64,116,86
"Gene_4383",54,79,96,59,102,136
"Gene_4384",59,76,86,65,86,122
"Gene_4385",50,74,94,61,103,144
"Gene_4386",48,71,104,58,91,96
"Gene_4387",60,102,105,58,104,123
"Gene_4388",65,82,117,57,116,87
"Gene_4389",48,73,112,65,100,117
"Gene_4390",54,70,124,65,86,120
"Gene_4391",67,73,107,70,90,122
"Gene_4392",52,94,117,60,85,120
"Gene_4393",57,75,86,70,88,122
"Gene_4394",62,86,104,66,95,129
"Gene_4395",49,80,101,70,94,123
"Gene_4396",57,93,122,70,98,123
"Gene_4397",53,66,90,72,84,117
"Gene_4398",64,97,91,58,97,123
"Gene_4399",52,83,108,57,96,141
"Gene_4400",56,75,94,60,94,120
"Gene_4401",57,83,105,54,106,116
"Gene_4402",62,72,94,58,97,112
"Gene_4403",51,84,101,54,83,135
"Gene_4404",55,100,104,77,94,116
"Gene_4405",63,70,92,70,86,124
"Gene_4406",54,73,107,76,97,132
"Gene_4407",56,87,98,73,89,140
"Gene_4408",59,87,98,59,94,117
"Gene_4409",59,91,100,54,106,124
"Gene_4410",47,82,117,66,80,118
"Gene_4411",55,88,99,66,89,130
"Gene_4412",70,75,84,70,74,104
"Gene_4413",57,70,103,57,101,90
"Gene_4414",61,72,103,62,103,102
"Gene_4415",50,86,104,66,101,90
"Gene_4416",47,69,121,64,88,150
"Gene_4417",54,64,109,60,95,114
"Gene_4418",70,86,94,66,97,117
"Gene_4419",51,80,75,71,90,105
"Gene_4420",70,77,103,44,97,136
"Gene_4421",53,82,100,61,94,114
"Gene_4422",55,64,116,70,92,140
"Gene_4423",60,95,135,55,102,118
"Gene_4424",60,69,126,62,95,123
"Gene_4425",57,75,108,62,103,100
"Gene_4426",63,70,101,49,106,111
"Gene_4427",55,78,126,59,104,122
"Gene_4428",58,76,110,54,103,114
"Gene_4429",64,63,96,66,77,99
"Gene_4430",71,74,94,62,101,140
"Gene_4431",52,83,100,82,91,120
"Gene_4432",54,68,124,70,95,106
"Gene_4433",63,70,105,74,100,136
"Gene_4434",56,71,95,66,94,120
"Gene_4435",50,83,87,54,103,94
"Gene_4436",69,68,114,70,78,98
"Gene_4437",49,67,109,69,88,108
"Gene_4438",63,77,100,63,78,128
"Gene_4439",43,69,107,67,96,118
"Gene_4440",56,72,95,77,107,118
"Gene_4441",61,79,94,61,86,136
"Gene_4442",55,71,98,61,94,135
"Gene_4443",69,66,99,68,76,126
"Gene_4444",45,71,110,65,102,120
"Gene_4445",71,85,99,58,102,118
"Gene_4446",67,78,99,60,108,117
"Gene_4447",66,69,94,63,97,112
"Gene_4448",66,76,86,54,86,132
"Gene_4449",62,75,117,54,101,117
"Gene_4450",52,78,95,58,110,106
"Gene_4451",57,68,94,64,101,104
"Gene_4452",47,74,107,57,100,116
"Gene_4453",50,85,118,61,109,126
"Gene_4454",54,84,113,65,92,123
"Gene_4455",59,69,124,67,97,104
"Gene_4456",57,82,90,66,79,129
"Gene_4457",55,79,103,67,96,153
"Gene_4458",62,85,101,50,80,132
"Gene_4459",61,71,107,55,104,136
"Gene_4460",50,92,105,74,86,114
"Gene_4461",55,79,120,54,94,141
"Gene_4462",55,83,104,69,94,140
"Gene_4463",56,88,100,56,92,104
"Gene_4464",48,83,84,56,109,110
"Gene_4465",59,62,91,46,85,126
"Gene_4466",60,87,116,54,106,120
"Gene_4467",61,71,92,66,104,111
"Gene_4468",55,72,113,54,97,146
"Gene_4469",49,76,131,74,98,122
"Gene_4470",55,78,105,69,95,98
"Gene_4471",55,93,104,59,121,120
"Gene_4472",64,96,109,56,96,120
"Gene_4473",54,66,113,62,91,130
"Gene_4474",48,69,96,62,86,110
"Gene_4475",52,77,112,59,89,122
"Gene_4476",55,64,100,62,101,136
"Gene_4477",55,75,117,58,89,136
"Gene_4478",61,79,110,64,102,117
"Gene_4479",55,77,112,60,89,114
"Gene_4480",51,71,113,62,100,135
"Gene_4481",50,111,87,57,88,116
"Gene_4482",53,70,105,68,103,140
"Gene_4483",56,66,105,66,120,138
"Gene_4484",62,80,86,81,83,130
"Gene_4485",55,89,124,81,108,117
"Gene_4486",56,71,96,63,101,117
"Gene_4487",58,80,86,52,91,136
"Gene_4488",66,85,99,54,103,126
"Gene_4489",50,78,122,65,92,120
"Gene_4490",55,94,101,54,80,118
"Gene_4491",56,75,86,61,97,123
"Gene_4492",49,87,109,66,119,114
"Gene_4493",55,77,103,59,95,124
"Gene_4494",60,91,99,52,73,135
"Gene_4495",55,61,95,60,88,123
"Gene_4496",56,69,70,76,86,120
"Gene_4497",48,76,113,63,89,102
"Gene_4498",56,78,120,67,89,123
"Gene_4499",46,88,98,62,104,104
"Gene_4500",53,87,72,75,103,120
"Gene_4501",65,92,109,54,96,98
"Gene_4502",56,80,127,62,103,120
"Gene_4503",67,78,124,71,106,136
"Gene_4504",57,80,124,64,97,102
"Gene_4505",55,86,101,74,97,105
"Gene_4506",62,89,121,65,98,98
"Gene_4507",59,78,92,64,74,128
"Gene_4508",52,81,103,65,103,128
"Gene_4509",57,86,91,55,115,117
"Gene_4510",55,65,120,59,80,105
"Gene_4511",56,69,98,70,101,99
"Gene_4512",64,68,116,73,102,111
"Gene_4513",58,83,104,70,79,112
"Gene_4514",49,88,112,66,102,153
"Gene_4515",57,83,107,63,89,130
"Gene_4516",50,81,109,56,110,132
"Gene_4517",54,60,101,64,116,135
"Gene_4518",63,75,116,52,94,114
"Gene_4519",46,67,101,62,89,117
"Gene_4520",55,74,116,73,112,129
"Gene_4521",62,82,109,74,97,108
"Gene_4522",53,95,91,58,95,90
"Gene_4523",50,88,131,62,70,129
"Gene_4524",66,74,118,67,82,140
"Gene_4525",50,86,91,70,84,98
"Gene_4526",51,71,117,70,112,153
"Gene_4527",59,79,116,66,85,106
"Gene_4528",51,90,114,74,108,148
"Gene_4529",63,76,104,74,103,117
"Gene_4530",59,68,104,74,82,123
"Gene_4531",53,86,105,53,118,138
"Gene_4532",56,72,94,54,91,112
"Gene_4533",57,83,91,63,108,110
"Gene_4534",56,75,103,71,92,112
"Gene_4535",61,71,110,67,101,118
"Gene_4536",71,84,105,80,119,106
"Gene_4537",58,93,131,66,91,108
"Gene_4538",66,82,96,65,104,118
"Gene_4539",62,80,121,69,84,118
"Gene_4540",55,63,84,70,97,108
"Gene_4541",50,80,101,70,104,114
"Gene_4542",57,64,101,66,91,126
"Gene_4543",58,75,107,61,90,123
"Gene_4544",63,91,91,67,104,110
"Gene_4545",50,75,116,63,96,129
"Gene_4546",53,100,104,53,102,135
"Gene_4547",46,73,83,70,98,105
"Gene_4548",57,87,91,70,89,132
"Gene_4549",43,67,100,74,112,152
"Gene_4550",59,77,82,63,95,94
"Gene_4551",55,90,112,68,89,106
"Gene_4552",62,91,82,68,102,111
"Gene_4553",64,82,99,66,92,123
"Gene_4554",46,62,103,69,114,106
"Gene_4555",64,83,104,65,89,129
"Gene_4556",52,64,103,66,66,142
"Gene_4557",41,78,108,62,120,122
"Gene_4558",53,79,96,62,100,117
"Gene_4559",53,92,126,69,95,100
"Gene_4560",59,85,92,66,98,111
"Gene_4561",55,70,100,73,85,129
"Gene_4562",65,92,104,69,86,102
"Gene_4563",50,63,110,60,80,124
"Gene_4564",62,84,104,67,100,126
"Gene_4565",52,84,82,54,84,126
"Gene_4566",58,86,100,66,96,117
"Gene_4567",54,77,103,67,103,140
"Gene_4568",52,76,104,69,98,111
"Gene_4569",59,84,116,59,106,128
"Gene_4570",47,61,98,67,89,138
"Gene_4571",59,62,87,57,91,100
"Gene_4572",64,75,96,73,98,102
"Gene_4573",48,81,99,60,88,126
"Gene_4574",58,91,99,62,90,118
"Gene_4575",50,91,112,61,114,126
"Gene_4576",63,72,96,65,82,126
"Gene_4577",59,70,99,68,79,105
"Gene_4578",64,77,92,69,88,123
"Gene_4579",51,74,98,75,95,128
"Gene_4580",55,86,117,52,91,141
"Gene_4581",41,90,130,56,96,122
"Gene_4582",57,83,109,61,94,114
"Gene_4583",57,76,107,54,103,116
"Gene_4584",59,72,100,65,96,117
"Gene_4585",65,93,131,63,97,128
"Gene_4586",56,81,98,60,86,92
"Gene_4587",63,86,105,64,80,104
"Gene_4588",41,82,99,40,77,98
"Gene_4589",59,79,95,74,110,129
"Gene_4590",62,95,100,57,96,136
"Gene_4591",50,86,104,54,91,135
"Gene_4592",52,81,88,64,96,144
"Gene_4593",65,74,104,62,107,128
"Gene_4594",59,85,120,70,83,135
"Gene_4595",58,83,126,63,112,96
"Gene_4596",58,106,91,74,82,110
"Gene_4597",49,73,118,86,92,110
"Gene_4598",64,84,113,50,91,138
"Gene_4599",55,86,98,64,89,129
"Gene_4600",63,87,96,61,103,122
"Gene_4601",48,80,105,66,98,136
"Gene_4602",43,65,103,73,103,106
"Gene_4603",68,74,116,79,124,130
"Gene_4604",64,74,101,65,112,116
"Gene_4605",59,78,109,66,92,110
"Gene_4606",52,76,98,59,86,130
"Gene_4607",48,86,108,69,95,116
"Gene_4608",47,87,117,51,96,114
"Gene_4609",52,85,96,52,103,105
"Gene_4610",55,88,84,58,92,94
"Gene_4611",70,91,130,66,78,144
"Gene_4612",62,75,81,60,91,132
"Gene_4613",52,93,107,68,104,122
"Gene_4614",57,79,96,58,88,152
"Gene_4615",47,83,83,62,101,132
"Gene_4616",69,74,99,59,95,123
"Gene_4617",59,88,116,62,101,111
"Gene_4618",50,75,103,65,85,129
"Gene_4619",57,76,110,73,95,111
"Gene_4620",65,86,100,59,73,130
"Gene_4621",55,76,121,67,94,118
"Gene_4622",49,81,104,61,88,126
"Gene_4623",55,71,98,65,94,123
"Gene_4624",61,75,103,72,115,142
"Gene_4625",58,80,112,59,88,99
"Gene_4626",68,72,109,54,94,94
"Gene_4627",61,72,109,65,91,114
"Gene_4628",55,77,101,63,109,153
"Gene_4629",41,90,125,63,90,122
"Gene_4630",54,85,103,75,94,124
"Gene_4631",54,78,82,78,98,120
"Gene_4632",58,72,104,50,92,116
"Gene_4633",52,66,84,54,95,96
"Gene_4634",49,95,100,51,97,154
"Gene_4635",50,82,121,74,95,108
"Gene_4636",63,75,117,69,100,99
"Gene_4637",62,81,105,58,100,102
"Gene_4638",59,80,92,52,98,96
"Gene_4639",51,76,96,58,94,118
"Gene_4640",60,71,109,58,118,126
"Gene_4641",52,90,108,64,113,112
"Gene_4642",62,77,112,81,106,117
"Gene_4643",55,77,113,68,78,104
"Gene_4644",48,82,117,74,89,141
"Gene_4645",48,113,113,73,84,116
"Gene_4646",59,81,105,54,92,128
"Gene_4647",53,79,120,78,102,108
"Gene_4648",52,81,98,54,91,102
"Gene_4649",59,70,101,62,114,114
"Gene_4650",57,79,108,66,112,93
"Gene_4651",71,82,98,62,86,128
"Gene_4652",61,82,92,53,128,124
"Gene_4653",59,80,112,70,95,102
"Gene_4654",61,86,112,55,90,86
"Gene_4655",65,76,110,75,83,152
"Gene_4656",62,82,108,61,79,116
"Gene_4657",64,69,96,58,104,110
"Gene_4658",53,81,107,61,96,117
"Gene_4659",55,80,98,67,92,144
"Gene_4660",53,101,105,72,103,120
"Gene_4661",66,77,110,71,103,105
"Gene_4662",69,81,101,78,109,120
"Gene_4663",57,87,88,65,101,114
"Gene_4664",60,68,118,58,89,135
"Gene_4665",49,80,100,62,78,147
"Gene_4666",59,73,82,75,92,134
"Gene_4667",48,87,107,61,91,117
"Gene_4668",55,65,100,57,97,120
"Gene_4669",50,90,107,52,104,99
"Gene_4670",46,65,96,54,91,110
"Gene_4671",62,76,88,61,89,142
"Gene_4672",55,77,120,67,74,136
"Gene_4673",66,76,104,62,118,117
"Gene_4674",56,79,96,75,67,126
"Gene_4675",62,72,108,62,107,117
"Gene_4676",51,107,104,61,101,126
"Gene_4677",60,92,96,70,98,140
"Gene_4678",55,93,126,67,89,130
"Gene_4679",60,73,114,54,102,118
"Gene_4680",60,92,91,68,78,126
"Gene_4681",59,79,100,58,100,122
"Gene_4682",50,55,110,61,90,130
"Gene_4683",60,74,84,53,85,140
"Gene_4684",69,79,107,57,88,120
"Gene_4685",57,79,108,67,88,116
"Gene_4686",46,87,120,66,89,150
"Gene_4687",57,84,91,66,106,117
"Gene_4688",60,77,109,65,88,123
"Gene_4689",62,69,95,59,94,126
"Gene_4690",48,78,116,61,95,126
"Gene_4691",46,84,118,66,102,135
"Gene_4692",78,79,116,68,108,120
"Gene_4693",48,87,109,54,91,126
"Gene_4694",61,92,118,71,80,132
"Gene_4695",63,83,101,67,102,118
"Gene_4696",62,78,124,74,94,153
"Gene_4697",55,75,109,60,96,152
"Gene_4698",55,94,103,71,116,124
"Gene_4699",57,82,98,57,88,105
"Gene_4700",69,78,110,58,96,118
"Gene_4701",46,79,118,55,104,117
"Gene_4702",64,74,81,58,106,104
"Gene_4703",59,85,107,62,102,110
"Gene_4704",52,85,92,73,71,140
"Gene_4705",51,62,103,64,96,106
"Gene_4706",54,77,116,67,83,100
"Gene_4707",55,71,129,62,116,122
"Gene_4708",43,85,101,66,116,140
"Gene_4709",62,98,92,55,91,96
"Gene_4710",59,89,114,59,91,117
"Gene_4711",66,85,104,58,97,136
"Gene_4712",59,86,88,69,100,120
"Gene_4713",57,67,95,50,102,111
"Gene_4714",61,84,98,75,92,117
"Gene_4715",55,67,98,61,112,123
"Gene_4716",60,90,91,74,104,114
"Gene_4717",68,84,109,69,89,110
"Gene_4718",55,68,114,59,86,126
"Gene_4719",62,83,120,54,88,122
"Gene_4720",56,76,118,71,116,124
"Gene_4721",51,75,108,61,77,108
"Gene_4722",63,75,105,69,88,126
"Gene_4723",66,84,98,68,89,126
"Gene_4724",52,86,100,61,98,128
"Gene_4725",44,63,95,60,97,142
"Gene_4726",52,71,112,70,95,128
"Gene_4727",55,73,105,71,110,122
"Gene_4728",57,88,87,54,107,94
"Gene_4729",67,89,92,66,114,134
"Gene_4730",43,81,100,66,95,120
"Gene_4731",64,79,127,63,90,128
"Gene_4732",44,77,94,84,84,126
"Gene_4733",52,84,136,77,79,114
"Gene_4734",53,80,98,66,95,129
"Gene_4735",52,92,98,66,98,132
"Gene_4736",56,70,94,62,94,124
"Gene_4737",49,94,95,49,90,122
"Gene_4738",55,77,99,62,84,108
"Gene_4739",59,68,108,67,119,128
"Gene_4740",55,69,103,58,110,130
"Gene_4741",64,84,95,55,86,118
"Gene_4742",48,87,105,55,103,144
"Gene_4743",55,80,107,67,94,116
"Gene_4744",47,76,96,74,91,99
"Gene_4745",55,77,87,64,95,130
"Gene_4746",52,86,104,54,94,100
"Gene_4747",64,71,109,61,95,146
"Gene_4748",62,74,88,71,77,90
"Gene_4749",64,69,101,78,108,116
"Gene_4750",61,89,112,60,101,132
"Gene_4751",42,66,104,70,89,118
"Gene_4752",48,75,107,64,95,128
"Gene_4753",48,61,100,46,110,118
"Gene_4754",39,81,100,70,107,111
"Gene_4755",58,68,100,70,101,134
"Gene_4756",48,78,91,61,103,92
"Gene_4757",39,73,98,62,88,126
"Gene_4758",62,75,98,62,82,135
"Gene_4759",64,79,95,66,119,108
"Gene_4760",50,88,104,56,89,123
"Gene_4761",46,79,105,74,107,130
"Gene_4762",58,85,99,54,101,102
"Gene_4763",55,78,98,71,91,96
"Gene_4764",70,79,100,54,94,120
"Gene_4765",54,83,127,58,109,124
"Gene_4766",50,83,92,56,98,102
"Gene_4767",57,82,77,71,91,100
"Gene_4768",50,77,124,56,78,105
"Gene_4769",55,86,116,58,95,132
"Gene_4770",57,81,92,63,90,117
"Gene_4771",62,87,99,64,102,116
"Gene_4772",57,82,88,64,85,128
"Gene_4773",48,79,114,72,106,123
"Gene_4774",61,75,79,66,113,110
"Gene_4775",55,83,110,46,104,92
"Gene_4776",56,85,79,60,95,135
"Gene_4777",51,79,104,68,86,140
"Gene_4778",50,87,108,70,76,117
"Gene_4779",50,94,122,70,113,100
"Gene_4780",52,62,107,51,102,138
"Gene_4781",58,85,125,74,102,126
"Gene_4782",47,68,98,65,97,134
"Gene_4783",59,92,120,78,96,123
"Gene_4784",52,77,82,62,121,108
"Gene_4785",46,68,110,64,92,118
"Gene_4786",64,83,108,72,102,122
"Gene_4787",64,84,87,60,92,122
"Gene_4788",64,81,108,68,101,105
"Gene_4789",59,81,99,68,82,146
"Gene_4790",42,88,86,62,106,104
"Gene_4791",57,88,112,59,92,104
"Gene_4792",53,66,87,54,101,128
"Gene_4793",43,78,118,56,100,134
"Gene_4794",48,78,108,62,92,114
"Gene_4795",52,64,105,68,107,112
"Gene_4796",55,76,105,62,95,108
"Gene_4797",54,82,117,69,104,117
"Gene_4798",47,87,96,70,85,126
"Gene_4799",56,73,124,66,92,120
"Gene_4800",59,78,100,62,98,118
"Gene_4801",55,84,96,62,94,124
"Gene_4802",50,98,104,72,86,116
"Gene_4803",58,84,94,58,114,117
"Gene_4804",57,72,98,70,94,112
"Gene_4805",45,76,108,66,104,126
"Gene_4806",58,76,104,60,103,136
"Gene_4807",60,72,108,71,86,118
"Gene_4808",58,87,96,58,70,94
"Gene_4809",64,77,95,62,94,116
"Gene_4810",48,77,104,66,95,102
"Gene_4811",66,86,96,57,103,100
"Gene_4812",51,77,90,59,91,108
"Gene_4813",48,72,88,66,100,124
"Gene_4814",61,76,116,68,80,104
"Gene_4815",59,82,107,66,102,98
"Gene_4816",52,70,104,74,95,111
"Gene_4817",61,76,92,66,98,129
"Gene_4818",46,72,91,74,95,126
"Gene_4819",62,98,94,74,112,138
"Gene_4820",47,75,92,62,80,112
"Gene_4821",60,89,118,58,96,129
"Gene_4822",66,71,105,72,95,105
"Gene_4823",57,75,108,51,101,134
"Gene_4824",51,80,114,69,80,128
"Gene_4825",62,80,118,70,97,124
"Gene_4826",69,68,81,66,118,110
"Gene_4827",48,87,86,66,97,120
"Gene_4828",57,80,92,46,98,122
"Gene_4829",50,79,110,73,102,120
"Gene_4830",60,76,113,62,101,105
"Gene_4831",49,72,117,71,88,135
"Gene_4832",59,81,104,62,107,112
"Gene_4833",60,71,101,42,77,135
"Gene_4834",57,90,108,53,98,88
"Gene_4835",41,79,117,64,90,108
"Gene_4836",52,83,113,57,118,130
"Gene_4837",54,84,100,65,84,104
"Gene_4838",55,82,95,68,92,124
"Gene_4839",61,82,118,72,77,136
"Gene_4840",57,89,117,83,74,118
"Gene_4841",58,82,98,60,88,118
"Gene_4842",47,75,99,61,95,116
"Gene_4843",66,76,116,78,91,114
"Gene_4844",57,78,94,60,106,87
"Gene_4845",57,83,126,66,125,130
"Gene_4846",66,91,114,69,103,111
"Gene_4847",54,77,95,53,106,86
"Gene_4848",45,79,110,64,110,140
"Gene_4849",61,75,117,61,89,100
"Gene_4850",47,64,91,66,79,123
"Gene_4851",50,84,96,62,101,120
"Gene_4852",64,87,98,56,102,116
"Gene_4853",55,86,121,51,103,114
"Gene_4854",41,90,110,63,96,142
"Gene_4855",47,78,105,66,97,120
"Gene_4856",60,85,125,46,90,126
"Gene_4857",45,70,108,66,74,120
"Gene_4858",57,81,104,58,90,140
"Gene_4859",55,89,103,57,91,112
"Gene_4860",52,91,113,58,100,114
"Gene_4861",62,80,101,51,92,117
"Gene_4862",47,69,120,71,104,171
"Gene_4863",54,69,96,64,112,94
"Gene_4864",63,76,124,66,118,124
"Gene_4865",50,78,107,66,89,124
"Gene_4866",60,64,86,54,95,98
"Gene_4867",70,64,83,67,104,123
"Gene_4868",46,78,117,64,82,102
"Gene_4869",41,94,81,57,113,114
"Gene_4870",54,68,107,65,96,122
"Gene_4871",61,97,96,68,86,129
"Gene_4872",51,74,96,68,78,128
"Gene_4873",71,77,110,70,108,100
"Gene_4874",57,84,99,70,70,118
"Gene_4875",62,94,95,67,92,130
"Gene_4876",50,89,82,70,91,117
"Gene_4877",56,72,108,59,104,126
"Gene_4878",66,82,110,61,77,112
"Gene_4879",52,71,86,67,91,146
"Gene_4880",59,82,104,66,85,128
"Gene_4881",53,74,118,69,96,126
"Gene_4882",54,78,113,78,100,123
"Gene_4883",46,64,120,75,110,99
"Gene_4884",63,99,110,68,101,132
"Gene_4885",51,73,114,69,90,111
"Gene_4886",57,76,90,68,97,135
"Gene_4887",43,77,83,66,89,134
"Gene_4888",68,82,88,56,101,114
"Gene_4889",55,66,120,61,80,138
"Gene_4890",55,92,98,53,100,126
"Gene_4891",59,95,116,73,94,112
"Gene_4892",48,82,109,60,90,100
"Gene_4893",57,80,95,65,91,148
"Gene_4894",48,77,99,61,92,110
"Gene_4895",58,80,84,51,83,104
"Gene_4896",55,85,108,61,107,128
"Gene_4897",55,73,95,74,100,123
"Gene_4898",55,83,104,62,85,124
"Gene_4899",65,77,84,69,77,132
"Gene_4900",52,76,95,61,85,111
"Gene_4901",49,83,118,58,84,110
"Gene_4902",54,87,88,78,94,102
"Gene_4903",66,69,96,70,88,111
"Gene_4904",48,86,110,65,97,111
"Gene_4905",62,74,86,70,113,120
"Gene_4906",51,79,120,65,92,117
"Gene_4907",50,103,94,61,104,134
"Gene_4908",52,90,94,59,103,116
"Gene_4909",57,78,104,79,74,132
"Gene_4910",62,65,95,74,98,124
"Gene_4911",63,83,94,64,106,141
"Gene_4912",59,81,103,77,98,104
"Gene_4913",59,82,88,66,94,118
"Gene_4914",55,68,103,60,85,122
"Gene_4915",52,70,107,57,91,106
"Gene_4916",62,83,98,62,79,128
"Gene_4917",48,87,92,68,95,108
"Gene_4918",63,59,92,56,85,140
"Gene_4919",55,88,104,71,88,124
"Gene_4920",52,95,100,62,92,146
"Gene_4921",52,77,108,51,113,117
"Gene_4922",62,79,134,54,97,132
"Gene_4923",59,78,99,80,97,114
"Gene_4924",62,80,104,80,100,138
"Gene_4925",59,93,98,80,89,140
"Gene_4926",55,78,105,59,80,126
"Gene_4927",55,81,95,56,115,112
"Gene_4928",52,73,99,60,107,120
"Gene_4929",52,78,147,58,104,116
"Gene_4930",59,90,101,66,88,110
"Gene_4931",58,67,104,83,112,129
"Gene_4932",53,87,105,59,100,134
"Gene_4933",63,82,105,65,88,117
"Gene_4934",63,99,110,54,96,106
